person,num_credits,potential_percent,def_percent,snl_percent,year_start,year_end,num_seasons_total,num_seasons_writer,num_seasons_headwriter,num_seasons_actor,num_seasons_rep,num_seasons_featured,num_seasons_middle,num_seasons_weekend_update,num_episodes_weekend_updates,best_of,num_episodes_hosted,imdb_link,num_episodes_writer,num_episodes_actor,num_episodes_other,coefficient
Doug Abeles,18,0.7222222222222222,0.3888888888888889,0.16666666666666666,2001.0,2011.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1263023/?ref_=fn_nm_nm_1,197.0,3.0,66.0,0.0365583416839505
Max Brooks,39,0.41025641025641024,0.02564102564102564,0,2001.0,2003.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0112150/?ref_=fn_nm_nm_1,40.0,0.0,0.0,0.0069469366829018
Louis C.K.,143,0.7622377622377622,0.14685314685314685,0.1048951048951049,2001.0,2004.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,https://www.imdb.com/name/nm0127373/?ref_=fn_nm_nm_1,15.0,0.0,4.0,0.0051082473025564
Charlie Grandy,14,0.7142857142857143,0.2857142857142857,0.14285714285714285,2001.0,2008.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0334946/?ref_=fn_nm_nm_1,131.0,1.0,32.0,0.0242321316212626
Ken Scarborough,19,0.3157894736842105,0.05263157894736842,0,2001.0,2004.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0769095/?ref_=fn_nm_nm_1,75.0,0.0,0.0,0.0122276339400153
Barry Sobel,16,0.5625,0.0625,0,2000.0,2001.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0811746/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Leo Allen,36,0.7777777777777778,0.08333333333333333,0.05555555555555555,2002.0,2005.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1179485/?ref_=fn_nm_nm_1,60.0,3.0,0.0,0.010798280161264
James Eagan,10,0.4,0.1,0,2002.0,2004.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0247063/?ref_=fn_nm_nm_1,39.0,0.0,0.0,0.0068264547551909
Corwin Moore,1,1.0,1.0,0,2002.0,2003.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0601074/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Eric Slovin,20,1.0,0.3,0.25,2002.0,2005.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0806246/?ref_=fn_nm_nm_1,60.0,11.0,0.0,0.0118059471930274
Emily Spivey,22,0.9545454545454546,0.45454545454545453,0.22727272727272727,2002.0,2010.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0819225/?ref_=fn_nm_nm_1,180.0,7.0,1.0,0.031106476194915
Jordan Black,114,0.43859649122807015,0.02631578947368421,0.017543859649122806,2003.0,2004.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0085359/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Liz Cackowski,34,0.8529411764705882,0.17647058823529413,0.14705882352941177,2003.0,2006.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1560199/?ref_=fn_nm_nm_1,59.0,5.0,0.0,0.010929714991494
David Iserson,12,0.5,0.16666666666666666,0.08333333333333333,2003.0,2004.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1503347/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Joe Kelly,19,0.8421052631578947,0.2631578947368421,0.10526315789473684,2003.0,2013.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1918708/?ref_=fn_nm_nm_1,59.0,1.0,0.0,0.0104258814756123
John Lutz,56,0.75,0.17857142857142858,0.10714285714285714,2003.0,2010.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0527572/?ref_=fn_nm_nm_1,115.0,21.0,0.0,0.0239473561557642
J.B. Smoove,192,0.7604166666666666,0.03125,0.020833333333333332,2003.0,2006.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1356578/?ref_=fn_nm_nm_1,60.0,12.0,0.0,0.0119319055719978
Rich Talarico,13,0.7692307692307693,0.07692307692307693,0,2003.0,2005.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0847822/?ref_=fn_nm_nm_1,40.0,1.0,0.0,0.0070728950618722
Alex Baze,18,1.0,0.8333333333333334,0.5555555555555556,2004.0,2014.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1733287/?ref_=fn_nm_nm_1,195.0,0.0,56.0,0.0356656801286383
Matt Murray (I),14,1.0,0.14285714285714285,0.07142857142857142,2004.0,2007.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1230361/?ref_=fn_nm_nm_1,139.0,0.0,0.0,0.0199384773135093
Lauren Pomerantz,10,0.7,0.1,0,2004.0,2005.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1729395/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Akiva Schaffer,102,0.9803921568627451,0.28431372549019607,0.06862745098039216,2005.0,2011.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1676223/?ref_=fn_nm_nm_1,116.0,8.0,70.0,0.0232833073104798
Jorma Taccone,110,0.9090909090909091,0.18181818181818182,0.07272727272727272,2005.0,2011.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1672246/?ref_=fn_nm_nm_1,99.0,22.0,29.0,0.0218758593367667
Bryan H. Tucker,28,0.8571428571428571,0.4642857142857143,0.25,2005.0,2021.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1317704/?ref_=fn_nm_nm_1,310.0,9.0,0.0,0.1023792995968399
Marika Sawyer,13,1.0,0.6923076923076923,0.3076923076923077,2006.0,2014.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2854926/?ref_=fn_nm_nm_1,142.0,2.0,0.0,0.0258709887907529
John Solomon,27,0.9629629629629629,0.6666666666666666,0.18518518518518517,2006.0,2015.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1231253/?ref_=fn_nm_nm_1,147.0,7.0,17.0,0.0286325184684579
Rob Klein,18,1.0,0.6666666666666666,0.3333333333333333,2007.0,2017.0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2914092/?ref_=fn_nm_nm_1,181.0,0.0,0.0,0.077445526788003
Simon Rich,14,1.0,0.42857142857142855,0.14285714285714285,2007.0,2011.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2919995/?ref_=fn_nm_nm_1,83.0,4.0,0.0,0.0147591526648178
Kent Sublette,11,0.8181818181818182,0.6363636363636364,0.18181818181818182,2007.0,2021.0,14.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1229014/?ref_=fn_nm_nm_1,231.0,3.0,0.0,0.0966742460308212
Jessica Conrad,14,0.7142857142857143,0.21428571428571427,0,2008.0,2012.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3165087/?ref_=fn_nm_nm_1,82.0,0.0,0.0,0.0141348372212253
John Mulaney,101,0.8316831683168316,0.19801980198019803,0.12871287128712872,2008.0,2012.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,https://www.imdb.com/name/nm1825214/?ref_=fn_nm_nm_1,96.0,5.0,31.0,0.0173002260492647
Jillian Bell,91,0.8241758241758241,0.03296703296703297,0.01098901098901099,2009.0,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3255459/?ref_=fn_nm_nm_1,22.0,1.0,0.0,0.003840390575843
Hannibal Buress,164,0.7073170731707317,0.018292682926829267,0.006097560975609756,2009.0,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2868110/?ref_=fn_nm_nm_1,22.0,2.0,0.0,0.0039663489548134
Jessi Klein,24,0.9166666666666666,0.041666666666666664,0,2009.0,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1585728/?ref_=fn_nm_nm_1,20.0,2.0,0.0,0.0037253850993917
Christine Nangle,24,0.9166666666666666,0.125,0.041666666666666664,2009.0,2012.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3652881/?ref_=fn_nm_nm_1,62.0,2.0,0.0,0.0109132856377152
Michael Patrick O'Brien,41,1.0,0.4146341463414634,0.21951219512195122,2009.0,2013.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3653190/?ref_=fn_nm_nm_1,103.0,44.0,0.0,0.0222071263778518
Ryan Perez (I),103,0.32038834951456313,0.019417475728155338,0,2009.0,2010.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1885677/?ref_=fn_nm_nm_1,22.0,1.0,0.0,0.003840390575843
Heather Anne Campbell,46,0.5652173913043478,0.021739130434782608,0,2010.0,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2216111/?ref_=fn_nm_nm_1,22.0,0.0,0.0,0.0037144321968725
Matthew Craig (II),17,0.23529411764705882,0.058823529411764705,0,2010.0,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2924462/?ref_=fn_nm_nm_1,5.0,0.0,0.0,0.0016662394257882
Tom Flanigan (I),3,0.3333333333333333,0.3333333333333333,0,2010.0,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2475841/?ref_=fn_nm_nm_1,1.0,0.0,0.0,0.0011843117149448
Shelly Gossman,8,1.0,0.5,0.25,2010.0,2012.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4586457/?ref_=fn_nm_nm_1,10.0,1.0,0.0,0.0034584372305469
Jonathan Krisel,24,0.7083333333333334,0.20833333333333334,0.16666666666666666,2010.0,2011.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1730037/?ref_=fn_nm_nm_1,23.0,0.0,9.0,0.0040813544312647
Sarah Schneider,17,0.8235294117647058,0.4117647058823529,0.11764705882352941,2010.0,2017.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1365351/?ref_=fn_nm_nm_1,75.0,1.0,0.0,0.0380374828964934
Zach Kanin,11,1.0,0.5454545454545454,0.2727272727272727,2011.0,2016.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2385671/?ref_=fn_nm_nm_1,97.0,0.0,0.0,0.017005895924122
Chris Kelly,34,0.7058823529411765,0.20588235294117646,0.058823529411764705,2011.0,2017.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6287571/?ref_=fn_nm_nm_1,88.0,0.0,0.0,0.0419853883619584
Pete Schultz,28,0.8214285714285714,0.42857142857142855,0.21428571428571427,2011.0,2021.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3965483/?ref_=fn_nm_nm_1,209.0,0.0,8.0,0.03603807881429
Neil Casey,68,0.75,0.07352941176470588,0.04411764705882353,2012.0,2013.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2654481/?ref_=fn_nm_nm_1,19.0,0.0,0.0,0.00335298641374
Josh Patten,17,0.8235294117647058,0.47058823529411764,0.29411764705882354,2012.0,2021.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4483652/?ref_=fn_nm_nm_1,175.0,0.0,0.0,0.0295949756472699
Claire Mulaney,6,1.0,0.3333333333333333,0,2013.0,2015.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6004139/?ref_=fn_nm_nm_1,42.0,0.0,0.0,0.0071879005383235
Katie Rich,19,0.6842105263157895,0.2631578947368421,0.10526315789473684,2013.0,2019.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5098521/?ref_=fn_nm_nm_1,106.0,1.0,0.0,0.019280021439724
LaKendra Tookes,7,1.0,0.14285714285714285,0,2013.0,2014.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6228635/?ref_=fn_nm_nm_1,11.0,0.0,0.0,0.0023891309920533
Jeremy Beiler,18,0.8888888888888888,0.2777777777777778,0.16666666666666666,2014.0,2017.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1501030/?ref_=fn_nm_nm_1,61.0,0.0,0.0,0.0094770571648295
Dave McCary,10,0.9,0.7,0.1,2014.0,2018.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5050824/?ref_=fn_nm_nm_1,83.0,0.0,22.0,0.0137938990002563
Natasha Rothwell,43,0.6511627906976745,0.023255813953488372,0,2014.0,2015.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5625020/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Nicholas Rutherford,38,0.5263157894736842,0.02631578947368421,0,2014.0,2015.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0751990/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Meredith Scardino,11,0.9090909090909091,0.36363636363636365,0.2727272727272727,2014.0,2015.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2227704/?ref_=fn_nm_nm_1,9.0,0.0,0.0,0.0021481671366316
Chris Belair,4,1.0,0.75,0.5,2015.0,2016.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3677049/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Paul Masella,4,1.0,0.75,0.5,2015.0,2016.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3688724/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Dave Sirus,5,0.8,0.2,0,2015.0,2016.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3461468/?ref_=fn_nm_nm_1,27.0,0.0,0.0,0.0043168418354268
Will Stephen,6,0.8333333333333334,0.3333333333333333,0,2015.0,2021.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5560794/?ref_=fn_nm_nm_1,124.0,0.0,0.0,0.0213227377595488
Kristen Bartlett,10,0.7,0.2,0,2016.0,2018.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4434455/?ref_=fn_nm_nm_1,27.0,0.0,0.0,0.0053806716226608
Zack Bornstein,18,0.6111111111111112,0.16666666666666666,0.05555555555555555,2016.0,2017.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4956526/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Joanna Bradley,9,0.7777777777777778,0.2222222222222222,0,2016.0,2017.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5400395/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Anna Drezen,18,0.6666666666666666,0.16666666666666666,0.05555555555555555,2016.0,2021.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4871432/?ref_=fn_nm_nm_1,104.0,0.0,0.0,0.0478492694180979
Nick Kocher,14,1.0,0.14285714285714285,0,2016.0,2018.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3304457/?ref_=fn_nm_nm_1,27.0,0.0,0.0,0.0053806716226608
Michael Koman,7,0.7142857142857143,0.2857142857142857,0,2016.0,2019.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0464523/?ref_=fn_nm_nm_1,52.0,0.0,0.0,0.0094565496026659
Michael Koman,7,0.7142857142857143,0.2857142857142857,0,2016.0,2019.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0464523/?ref_=fn_nm_nm_1,52.0,0.0,0.0,0.0094565496026659
Michael Koman,7,0.7142857142857143,0.2857142857142857,0,2016.0,2019.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0464523/?ref_=fn_nm_nm_1,52.0,0.0,0.0,0.0094565496026659
Michael Koman,7,0.7142857142857143,0.2857142857142857,0,2016.0,2019.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0464523/?ref_=fn_nm_nm_1,52.0,0.0,0.0,0.0094565496026659
Brian McElhaney,13,0.8461538461538461,0.15384615384615385,0,2016.0,2018.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3537795/?ref_=fn_nm_nm_1,27.0,0.0,0.0,0.0053806716226608
Drew Michael,5,0.6,0.4,0,2016.0,2018.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6569383/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0046577800563957
Julio Torres,30,0.8666666666666667,0.2,0.13333333333333333,2016.0,2019.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm7088580/?ref_=fn_nm_nm_1,61.0,0.0,0.0,0.0105408869520635
Steven Castillo,6,0.8333333333333334,0.16666666666666666,0,2017.0,2021.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm9163311/?ref_=fn_nm_nm_1,83.0,0.0,0.0,0.0142553191489361
Claire Friedman,3,1.0,0.3333333333333333,0,2017.0,2018.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm8077083/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Fran Gillespie,25,0.64,0.16,0.08,2015.0,2021.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5246001/?ref_=fn_nm_nm_1,123.0,0.0,0.0,0.0212022558318379
Sudi Green,27,0.48148148148148145,0.2962962962962963,0.2222222222222222,2015.0,2021.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6003622/?ref_=fn_nm_nm_1,123.0,0.0,0.0,0.0212022558318379
Sam Jay,44,0.6363636363636364,0.11363636363636363,0.09090909090909091,2017.0,2021.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm7615637/?ref_=fn_nm_nm_1,70.0,0.0,0.0,0.0126890540886952
Erik Marino,2,1.0,0.5,0,2017.0,2018.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0547765/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Nimesh Patel,9,0.6666666666666666,0.1111111111111111,0,2017.0,2018.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm7964342/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Gary Richardson,30,0.5666666666666667,0.06666666666666667,0.03333333333333333,2017.0,2021.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm6324751/?ref_=fn_nm_nm_1,79.0,0.0,0.0,0.0137733914380927
Streeter Seidell,12,0.8333333333333334,0.4166666666666667,0.25,2014.0,2021.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3289293/?ref_=fn_nm_nm_1,145.0,2.0,0.0,0.0251686047866514
Megan Callahan-Shah,5,1.0,0.8,0.4,2015.0,2021.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4916386/?ref_=fn_nm_nm_1,129.0,0.0,0.0,0.021925147398103
Alison Gates,2,1.0,0.5,0,2018.0,2021.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm10384188/?ref_=fn_nm_nm_1,62.0,0.0,0.0,0.0106613688797744
Alan Linic,1,1.0,1.0,0,2018.0,2019.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm7860442/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Eli Coyote Mandel,3,0.3333333333333333,0.3333333333333333,0,2018.0,2019.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm8881698/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Dan Bulla,3,1.0,0.6666666666666666,0.3333333333333333,2019.0,2021.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4674057/?ref_=fn_nm_nm_1,42.0,0.0,0.0,0.0071879005383235
Emma Clark,1,1.0,1.0,0,2019.0,2021.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm8485344/?ref_=fn_nm_nm_1,27.0,0.0,0.0,0.0053806716226608
Dan Licata,3,1.0,0.3333333333333333,0,2019.0,2021.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3915994/?ref_=fn_nm_nm_1,38.0,0.0,0.0,0.0067059728274801
Jasmine Pierce,3,1.0,0.3333333333333333,0,2019.0,2021.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5276392/?ref_=fn_nm_nm_1,41.0,0.0,0.0,0.0070674186106126
Mark Steinbach,1,1.0,1.0,0,2019.0,2021.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm9184163/?ref_=fn_nm_nm_2,41.0,0.0,0.0,0.0070674186106126
Celeste Yim,1,1.0,1.0,0,2020.0,2021.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm11940589/?ref_=fn_nm_nm_1,23.0,0.0,0.0,0.0038349141245834
Sarah Sherman,0,0,0,0,,,,,,,,,,,,,,,,,,
James Austin Johnson,0,0,0,0,,,,,,,,,,,,,,,,,,
Aristotle Athari,0,0,0,0,,,,,,,,,,,,,,,,,,
Mike DiCenzo,0,0,0,0,,,,,,,,,,,,,,,,,,
Billy Domineau,0,0,0,0,,,,,,,,,,,,,,,,,,
Alex English (X) ,0,0,0,0,,,,,,,,,,,,,,,,,,
Martin Herlihy,0,0,0,0,,,,,,,,,,,,,,,,,,
John Higgins (XV),0,0,0,0,,,,,,,,,,,,,,,,,,
Vanessa Jackson (IX),0,0,0,0,,,,,,,,,,,,,,,,,,
Tesha Kondrat (II),0,0,0,0,,,,,,,,,,,,,,,,,,
Ben Marshall (IV),0,0,0,0,,,,,,,,,,,,,,,,,,
Jake Nordwind,0,0,0,0,,,,,,,,,,,,,,,,,,
Ben Silva (V),0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
,0,0,0,0,,,,,,,,,,,,,,,,,,
