,person,credit_type,year,title,imdb_link,media_type,total_episode_count,add_info,year_start,year_end,keep?
7835,Melanie Hutsell,self,1992-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Alison Parker / Susan / ...",2,"1992-1994

Saturday Night Live
(TV Series)

Self / Alison Parker / Susan / ...

- Heather Locklear/Janet Jackson
(1994)
... Self / Alison Parker / Susan / ...


- Christopher Walken/Arrested Development
(1992)
... Self / Various / Jan Brady",1992,1994,keep_year
7882,Victoria Jackson,actress,1986-1992,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Brenda Clark / Wife / ...",109,"1986-1992

Saturday Night Live
(TV Series)

Various / Brenda Clark / Wife / ...

- Woody Harrelson/Vanessa Williams
(1992)
... Victim / Marcy


- Tom Hanks/Bruce Springsteen
(1992)
... Various


- Jerry Seinfeld/Annie Lennox
(1992)
... Various


- Sharon Stone/Pearl Jam
(1992)
... Victoria Jackson / Brenda Clark / Wife / ...


- Mary Stuart Masterson/En Vogue
(1992)
... Various





Show all 109 episodes",1986,1992,keep_year
7981,Victoria Jackson,self,1986-1990,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Friend / ...",4,"1986-1990

Saturday Night Live
(TV Series)

Self / Various / Friend / ...

- George Steinbrenner/Morris Day & The Time
(1990)
... Self / Friend / Monica Clayborne / ...


- Tom Hanks/Randy Travis
(1988)
... Self / Various


- Sam Kinison/Lou Reed
(1986)
... Self / Various


- Sigourney Weaver
(1986)
... Self / secretary",1986,1990,keep_year
7988,Punkie Johnson,actress,2020-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various",20,"2020-2021

Saturday Night Live
(TV Series)

Various

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 20 episodes",2020,2021,keep_year
8001,Leslie Jones,actress,2014-2019,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Leslie Jones / Relationship Expert / ...",105,"2014-2019

Saturday Night Live
(TV Series)

Various / Leslie Jones / Relationship Expert / ...

- Paul Rudd/DJ Khaled
(2019)
... Various


- Emma Thompson/Jonas Brothers
(2019)
... Various


- Adam Sandler/Shawn Mendes
(2019)
... Various


- Emma Stone/BTS
(2019)
... Various


- Kit Harington/Sara Bareilles
(2019)
... Various





Show all 105 episodes",2014,2019,keep_year
8043,Leslie Jones,writer,2014-2015,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (written by - 32 episodes),32,"2014-2015

Saturday Night Live
(TV Series) (written by - 32 episodes)


- Louis C.K./Rihanna
(2015)
... (written by)


- Reese Witherspoon/Florence + the Machine
(2015)
... (written by)


- Scarlett Johansson/Wiz Khalifa
(2015)
... (written by)


- Taraji P. Henson/Mumford & Sons
(2015)
... (written by)


- Michael Keaton/Carly Rae Jepsen
(2015)
... (written by)





Show all 32 episodes",2014,2015,keep_year
8072,Colin Jost,actor,2006-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Weekend Update Anchor / Marker / Pete Buttigieg / ...",160,"2006-2021

Saturday Night Live
(TV Series)

Weekend Update Anchor / Marker / Pete Buttigieg / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Weekend Update Anchor


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Weekend Update Anchor


- Elon Musk/Miley Cyrus
(2021)
... Weekend Update Anchor


- Carey Mulligan/Kid Cudi
(2021)
... Weekend Update Anchor


- Daniel Kaluuya/St. Vincent
(2021)
... Weekend Update Anchor





Show all 160 episodes",2006,2021,keep_year
8142,Chris Kattan,actor,1996-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Mango / Mr. Peepers / ...",148,"1996-2011

Saturday Night Live
(TV Series)

Various / Mango / Mr. Peepers / ...

- Jimmy Fallon/Michael Bublé
(2011)
... Self / Octo Olrich (uncredited)


- Antonio Banderas/Mary J. Blige
(2006)
... Various (uncredited)


- Elijah Wood/Jet
(2003)
... Mills / Gollum / Gelman / ... (uncredited)


- Kelly Ripa/Outkast
(2003)
... Michael Gelman (uncredited)


- Dan Aykroyd/Beyonce
(2003)
... Various





Show all 148 episodes",1996,2011,keep_year
8180,Chris Kattan,self,2001-2012,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Mango / ...",4,"2001-2012

Saturday Night Live
(TV Series)

Self / Various / Mango / ...

- Mick Jagger
(2012)
... Self (uncredited)


- Queen Latifah
(2004)
... Self (uncredited)


- Janet Jackson
(2004)
... Self (uncredited)


- Christopher Walken/Weezer
(2001)
... Self / Various / Mango / ...",2001,2012,keep_year
8301,Tim Kazurinsky,actor,1981-1984,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Dr. Jack Badofsky / Wayne Huevos / ...",57,"1981-1984

Saturday Night Live
(TV Series)

Various / Dr. Jack Badofsky / Wayne Huevos / ...

- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... Various / Worthington Clotman / Moe / ...


- Barry Bostwick/Spinal Tap
(1984)
... Various


- George McGovern/Madness
(1984)
... Various


- Michael Douglas/Deniece Williams
(1984)
... Various / Price / Wayne Huevos


- Billy Crystal/Al Jarreau
(1984)
... Various





Show all 57 episodes",1981,1984,keep_year
8353,Tim Kazurinsky,self,1981-1982,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Dr. Jack Badofsky / Ozzy Osbourne / ...",3,"1981-1982

Saturday Night Live
(TV Series)

Self / Dr. Jack Badofsky / Ozzy Osbourne / ...

- Danny DeVito/Sparks
(1982)
... Self / Dr. Jack Badofsky / Ozzy Osbourne / ...


- Bruce Dern/Luther Vandross
(1982)
... Self / Various / Moe Laub


- Bill Murray/The Spinners/Yale Whiffenpoofs
(1981)
... Self / ElfVarious",1981,1982,keep_year
8387,Laura Kightlinger,actress,1994-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Marcia Clark / Connie Chung / ...",19,"1994-1995

Saturday Night Live
(TV Series)

Various / Marcia Clark / Connie Chung / ...

- Bob Saget/TLC
(1995)
... Various


- Courteney Cox/Dave Matthews Band
(1995)
... Various


- Damon Wayans/Dionne Farris
(1995)
... Various


- John Goodman/Tragically Hip
(1995)
... Various / Marcia Clark


- Paul Reiser/Annie Lennox
(1995)
... Various





Show all 19 episodes",1994,1995,keep_year
8456,Laura Kightlinger,writer,1994-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"1994-1995

Saturday Night Live
(TV Series) (writer - 20 episodes)


- David Duchovny/Rod Stewart
(1995)
... (writer)


- Bob Saget/TLC
(1995)
... (writer)


- Courteney Cox/Dave Matthews Band
(1995)
... (writer)


- Damon Wayans/Dionne Farris
(1995)
... (writer)


- John Goodman/Tragically Hip
(1995)
... (writer)





Show all 20 episodes",1994,1995,keep_year
8472,Laura Kightlinger,self,1995-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"1995

Saturday Night Live
(TV Series)

Self

- David Duchovny/Rod Stewart
(1995)
... Self",1995,1995,keep_year
8486,Taran Killam,actor,2010-2016,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Steve Doocy / Jebidiah Atkinson / ...",128,"2010-2016

Saturday Night Live
(TV Series)

Various / Steve Doocy / Jebidiah Atkinson / ...

- Fred Armisen/Courtney Barnett
(2016)
... Various


- Drake
(2016)
... Speaker Paul Ryan / Various


- Brie Larson/Alicia Keys
(2016)
... Sen. Ted Cruz / Davos Seaworth / Roy Orbison / ...


- Julia Louis-Dreyfus/Nick Jonas
(2016)
... Hillary Clinton / Various


- Russell Crowe/Margo Price
(2016)
... Various





Show all 128 episodes",2010,2016,keep_year
8608,David Koechner,actor,1995-2013,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Fagan / Gerald Tibbins / ...",21,"1995-2013

Saturday Night Live
(TV Series)

Various / Fagan / Gerald Tibbins / ...

- Paul Rudd/One Direction
(2013)
... Various / Self (uncredited)


- Jim Carrey/Soundgarden
(1996)
... Various


- Christine Baranski/The Cure
(1996)
... Various / Tom Taylor / Burt Reynolds / ...


- Teri Hatcher/Dave Matthews Band
(1996)
... Various


- Steve Forbes/Rage Against the Machine
(1996)
... Various / James Mallory / Pat Buchanan / ...





Show all 21 episodes",1995,2013,keep_year
8899,Gary Kroeger,actor,1982-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Son / Hank Weston / ...",56,"1982-1985

Saturday Night Live
(TV Series)

Various / Son / Hank Weston / ...

- Howard Cosell/Greg Kihn
(1985)
... Son / Hank Weston / Dwight MacNamara / ...


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Bruce Springsteen / Andy Caruthers / Guard / ...


- SNL Film Festival
(1985)
... Various


- Pamela Sue Martin/Power Station
(1985)
... Various





Show all 56 episodes",1982,1985,keep_year
8905,Gary Kroeger,self,1985-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / executive / Walter Mondale / ...",1,"1985

Saturday Night Live
(TV Series)

Self / executive / Walter Mondale / ...

- Alex Karras/Tina Turner
(1985)
... Self / executive / Walter Mondale / ...",1985,1985,keep_year
8925,Matthew Laurance,actor,1980-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Ron / Hoodlum / ...",9,"1980-1981

Saturday Night Live
(TV Series)

Various / Ron / Hoodlum / ...

- Bill Murray/Delbert McClinton
(1981)
... Ron / Various (uncredited)


- Deborah Harry
(1981)
... Hoodlum / Agent / Photographer / ...


- Sally Kellerman/Jimmy Cliff
(1981)
... Various


- Robert Hays/14 Karat Soul/Joe 'King' Carrasco & The Crowns
(1981)
... Tomato / Various


- Karen Black/Cheap Trick/Stanley Clarke Trio
(1981)
... Mover / Bodyguard / Player / ...





Show all 9 episodes",1980,1981,keep_year
8927,Matthew Laurance,self,1981-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various",1,"1981

Saturday Night Live
(TV Series)

Self / Various

- Charlene Tilton/Todd Rundgren/Prince
(1981)
... Self / Various",1981,1981,keep_year
8995,Julia Louis-Dreyfus,self,1985-2016,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Elaine Benes / Marla Bartlett / ...",2,"1985-2016

Saturday Night Live
(TV Series)

Self - Host / Elaine Benes / Marla Bartlett / ...

- Julia Louis-Dreyfus/Nick Jonas
(2016)
... Self - Host / Elaine Benes / Marla Bartlett / ...


- Alex Karras/Tina Turner
(1985)
... Self / Joan Mondale / bidder",1985,2016,keep_year
9069,Julia Louis-Dreyfus,actress,1982-2007,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Self - Host / Robin Anton / ...",58,"1982-2007

Saturday Night Live
(TV Series)

Various / Self - Host / Robin Anton / ...

- Julia Louis-Dreyfus/Snow Patrol
(2007)
... Various / Robin Anton / Self - Host


- Julia Louis-Dreyfus/Paul Simon
(2006)
... Various / Self - Host


- Howard Cosell/Greg Kihn
(1985)
... Bonnie Caruso / pilot


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Backup singer / Ms. Kirk





Show all 58 episodes",1982,2007,keep_year
9307,Jon Lovitz,actor,1985-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Tommy Flanagan / Mephistopheles / ...",91,"1985-2020

Saturday Night Live
(TV Series)

Various / Tommy Flanagan / Mephistopheles / ...

- Adam Driver/Halsey
(2020)
... Alan Dershowitz (uncredited)


- Jon Lovitz/Jane's Addiction
(1997)
... Harvey Fierstein / David Sobel / Michael Vale / ...


- Glenn Close/Black Crowes
(1992)
... Opera Man's Brother (uncredited)


- Sharon Stone/Pearl Jam
(1992)
... Man in Bar (uncredited)


- Dennis Quaid/The Neville Brothers
(1990)
... Annoying Man (uncredited)





Show all 91 episodes",1985,2020,keep_year
9389,Jon Lovitz,self,1986-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Customer / ...",10,"1986-2011

Saturday Night Live
(TV Series)

Self / Various / Customer / ...

- Dana Carvey/Linkin Park
(2011)
... Self (uncredited)


- Woody Harrelson/Vanessa Williams
(1992)
... Self (uncredited)


- Alec Baldwin/Whitney Houston
(1991)
... Self (uncredited)


- Roseanne Barr/Deee-lite
(1991)
... Self (uncredited)


- Tom Hanks/Edie Brickell & New Bohemians
(1990)
... Self (uncredited)





Show all 10 episodes",1986,2011,keep_year
9465,Norm MacDonald,writer,1993-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"1993-1994

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Heather Locklear/Janet Jackson
(1994)
... (writer)


- John Goodman/The Pretenders
(1994)
... (writer)


- Emilio Estevez/Pearl Jam
(1994)
... (writer)


- Kelsey Grammer/Dwight Yoakam
(1994)
... (writer)


- Helen Hunt/Snoop Doggy Dogg
(1994)
... (writer)





Show all 20 episodes",1993,1994,keep_year
9502,Norm MacDonald,self,1998-1999,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Various / Lou Gehrig / ...",2,"1998-1999

Saturday Night Live
(TV Series)

Self - Host / Various / Lou Gehrig / ...

- Norm Macdonald/Dr. Dre & Snoop Dogg
(1999)
... Self - Host / Various / Lou Gehrig / ...


- Roma Downey/Missy 'Misdemeanor' Elliott
(1998)
... Self (uncredited)",1998,1999,keep_year
9516,Norm MacDonald,actor,1993-2009,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Weekend Update Anchor / Bob Dole / ...",94,"1993-2009

Saturday Night Live
(TV Series)

Various / Weekend Update Anchor / Bob Dole / ...

- Will Ferrell/Green Day
(2009)
... Burt Reynolds / Self (uncredited)


- Julianne Moore/Backstreet Boys
(1998)
... Burt Reynolds / Various


- Scott Wolf/Natalie Imbruglia
(1998)
... Various


- Garth Brooks
(1998)
... Various


- Sarah Michelle Gellar/Portishead
(1998)
... Various





Show all 94 episodes",1993,2009,keep_year
9596,Gail Matthius,actress,1980-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Weekend Update Anchor / Nancy Reagan / ...",13,"1980-1981

Saturday Night Live
(TV Series)

Various / Weekend Update Anchor / Nancy Reagan / ...

- Jr. Walker & the All-Stars
(1981)
... Melissa / Irene Cara / Various


- Bill Murray/Delbert McClinton
(1981)
... Mary Cunningham / Various


- Charlene Tilton/Todd Rundgren/Prince
(1981)
... Weekend Update Anchor / Nancy Reagan / Heidi Joan Schoonover / ...


- Deborah Harry
(1981)
... Weekend Update Anchor / Francis Lively / Raylene / ...


- Sally Kellerman/Jimmy Cliff
(1981)
... Weekend Update Anchor / Nancy Reagan / Jennifer Holiday / ...





Show all 13 episodes",1980,1981,keep_year
9702,Michael McKean,actor,1984-1997,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Announcer / Howard Stern / ...",27,"1984-1997

Saturday Night Live
(TV Series)

Various / Announcer / Howard Stern / ...

- Rob Lowe/Spice Girls
(1997)
... Announcer (voice, uncredited)


- Bob Saget/TLC
(1995)
... Various


- Courteney Cox/Dave Matthews Band
(1995)
... Various


- Damon Wayans/Dionne Farris
(1995)
... Various


- John Goodman/Tragically Hip
(1995)
... Various / George F. Will / Howard Stern





Show all 27 episodes",1984,1997,keep_year
9792,Michael McKean,self,1984-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / announcer / Adam West / ...",2,"1984-1995

Saturday Night Live
(TV Series)

Self / announcer / Adam West / ...

- David Duchovny/Rod Stewart
(1995)
... Self / announcer / Adam West / ...


- Michael McKean/Chaka Khan/The Folksmen
(1984)
... Self - Host / Jerry Palter / Various",1984,1995,keep_year
9994,Mark McKinney,actor,1985-1997,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / The Pat Stevens Show Announcer / Lucien Callow / ...",70,"1985-1997

Saturday Night Live
(TV Series)

Various / The Pat Stevens Show Announcer / Lucien Callow / ...

- Jeff Goldblum/En Vogue
(1997)
... Various


- John Goodman/Jewel
(1997)
... Various / Ellen DeGeneres


- Pamela Lee/Rollins Band
(1997)
... Various


- Rob Lowe/Spice Girls
(1997)
... Zantar / Robert Wexler / Announcer


- Mike Myers/Aerosmith
(1997)
... Various





Show all 70 episodes",1985,1997,keep_year
10021,Mark McKinney,self,1995-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Terry / ...",2,"1995-1996

Saturday Night Live
(TV Series)

Self / Various / Terry / ...

- John Goodman/Everclear
(1996)
... Self / Various / Terry / ...


- David Duchovny/Rod Stewart
(1995)
... Self",1995,1996,keep_year
10082,Kate McKinnon,actress,2012-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Hillary Clinton / Kellyanne Conway / ...",190,"2012-2021

Saturday Night Live
(TV Series)

Various / Hillary Clinton / Kellyanne Conway / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various / Pepé Le Pew





Show all 190 episodes",2012,2021,keep_year
10231,Tim Meadows,actor,1991-2000,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Leon Phelps / Michael Jackson / ...",183,"1991-2000

Saturday Night Live
(TV Series)

Various / Leon Phelps / Michael Jackson / ...

- Rob Lowe/Eminem
(2000)
... Leon Phelps (uncredited)


- Jackie Chan/Kid Rock
(2000)
... Various


- Britney Spears
(2000)
... Various


- John Goodman/Neil Young
(2000)
... Various / Vanessa L. Williams


- Tobey Maguire/Sisqo
(2000)
... Various





Show all 183 episodes",1991,2000,keep_year
10265,Tim Meadows,self,1992-2005,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Athlete / ...",7,"1992-2005

Saturday Night Live
(TV Series)

Self / Various / Athlete / ...

- Alec Baldwin/Shakira
(2005)
... Self (uncredited)


- Chris Farley/The Mighty Mighty Bosstones
(1997)
... Self / Athlete / Evan / ...


- John Goodman/Jewel
(1997)
... Self / Various / Oprah Winfrey / ...


- Phil Hartman/Gin Blossoms
(1996)
... Self / Student / Guest


- David Duchovny/Rod Stewart
(1995)
... Self





Show all 7 episodes",1992,2005,keep_year
10325,Tim Meadows,writer,1992-1993,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"1992-1993

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Kevin Kline/Willie Nelson & Paul Simon
(1993)
... (writer)


- Christina Applegate/Midnight Oil
(1993)
... (writer)


- Kirstie Alley/Lenny Kravitz
(1993)
... (writer)


- Jason Alexander/Peter Gabriel
(1993)
... (writer)


- Miranda Richardson/Soul Asylum
(1993)
... (writer)





Show all 20 episodes",1992,1993,keep_year
10405,Laurie Metcalf,actress,1981-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Weekend Update Reporter",1,"1981

Saturday Night Live
(TV Series)

Weekend Update Reporter

- Jr. Walker & the All-Stars
(1981)
... Weekend Update Reporter",1981,1981,keep_year
10516,Laurie Metcalf,self,1988-1988,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"1988

Saturday Night Live
(TV Series)

Self

- Matthew Broderick/The Sugarcubes
(1988)
... Self (uncredited)",1988,1988,keep_year
10557,Seth Meyers,self,2014-2018,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Various / Self",2,"2014-2018

Saturday Night Live
(TV Series)

Self - Host / Various / Self

- Seth Meyers/Paul Simon
(2018)
... Self - Host / Various


- Andy Samberg/St. Vincent
(2014)
... Self (uncredited)",2014,2018,keep_year
10617,Seth Meyers,actor,2001-2014,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Weekend Update Anchor / Various / John Kerry / ...",253,"2001-2014

Saturday Night Live
(TV Series)

Weekend Update Anchor / Various / John Kerry / ...

- Melissa McCarthy/Imagine Dragons
(2014)
... Weekend Update Anchor


- Jonah Hill/Bastille
(2014)
... Weekend Update Anchor


- Drake
(2014)
... Weekend Update Anchor


- Jimmy Fallon/Justin Timberlake
(2013)
... Weekend Update Anchor


- John Goodman/Kings of Leon
(2013)
... Weekend Update Anchor





Show all 253 episodes",2001,2014,keep_year
10716,John Milhiser,actor,2013-2014,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Jon Cryer / Jeremey Pendak / ...",21,"2013-2014

Saturday Night Live
(TV Series)

Various / Jon Cryer / Jeremey Pendak / ...

- Andy Samberg/St. Vincent
(2014)
... Various


- Charlize Theron/The Black Keys
(2014)
... Jeremey Pendak / Various


- Andrew Garfield/Coldplay
(2014)
... Various


- Seth Rogen/Ed Sheeran
(2014)
... Various


- Anna Kendrick/Pharrell Williams
(2014)
... Various





Show all 21 episodes",2013,2014,keep_year
10882,Dennis Miller,actor,1985-1991,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Weekend Update Anchor / Various / Waiter / ...",111,"1985-1991

Saturday Night Live
(TV Series)

Weekend Update Anchor / Various / Waiter / ...

- George Wendt/Elvis Costello
(1991)
... Weekend Update Anchor


- Delta Burke/Chris Isaak
(1991)
... Weekend Update Anchor


- Steven Seagal/Michael Bolton
(1991)
... Weekend Update Anchor


- Catherine O'Hara/R.E.M.
(1991)
... Weekend Update Anchor


- Jeremy Irons/Fishbone
(1991)
... Weekend Update Anchor





Show all 111 episodes",1985,1991,keep_year
10995,Jerry Minor,writer,2000-2001,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"2000-2001

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Christopher Walken/Weezer
(2001)
... (writer)


- Lara Flynn Boyle/Bon Jovi
(2001)
... (writer)


- Pierce Brosnan/Destiny's Child
(2001)
... (writer)


- Renée Zellweger/Eve
(2001)
... (writer)


- Alec Baldwin/Coldplay
(2001)
... (writer)





Show all 20 episodes",2000,2001,keep_year
11055,Jerry Minor,actor,2000-2001,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Cuba Gooding Jr. / Grand Master Rap",20,"2000-2001

Saturday Night Live
(TV Series)

Various / Cuba Gooding Jr. / Grand Master Rap

- Christopher Walken/Weezer
(2001)
... Various


- Lara Flynn Boyle/Bon Jovi
(2001)
... Various


- Pierce Brosnan/Destiny's Child
(2001)
... Various


- Renée Zellweger/Eve
(2001)
... Various


- Alec Baldwin/Coldplay
(2001)
... Various





Show all 20 episodes",2000,2001,keep_year
11129,Finesse Mitchell,actor,2003-2006,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Stuart Scott / Ed Lover / ...",59,"2003-2006

Saturday Night Live
(TV Series)

Various / Stuart Scott / Ed Lover / ...

- Kevin Spacey/Nelly Furtado
(2006)
... Various / Gayle King / Bobby Brown / ...


- Julia Louis-Dreyfus/Paul Simon
(2006)
... Various


- Tom Hanks/Red Hot Chili Peppers
(2006)
... Various / Michael Powell


- Lindsay Lohan/Pearl Jam
(2006)
... Various


- Antonio Banderas/Mary J. Blige
(2006)
... Various





Show all 59 episodes",2003,2006,keep_year
11164,Alex Moffat,actor,2016-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Eric Trump / Anderson Cooper / ...",101,"2016-2021

Saturday Night Live
(TV Series)

Various / Eric Trump / Anderson Cooper / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 101 episodes",2016,2021,keep_year
11318,Jay Mohr,actor,1993-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Caller / Christopher Walken / ...",39,"1993-1995

Saturday Night Live
(TV Series)

Various / Caller / Christopher Walken / ...

- David Duchovny/Rod Stewart
(1995)
... Announcer / Ricki Lake / Richard Bruce


- Bob Saget/TLC
(1995)
... Various


- Courteney Cox/Dave Matthews Band
(1995)
... Various


- Damon Wayans/Dionne Farris
(1995)
... Various


- John Goodman/Tragically Hip
(1995)
... Various / Marty Blodgett (voice)





Show all 39 episodes",1993,1995,keep_year
11322,Jay Mohr,writer,1993-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"1993-1994

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Heather Locklear/Janet Jackson
(1994)
... (writer)


- John Goodman/The Pretenders
(1994)
... (writer)


- Emilio Estevez/Pearl Jam
(1994)
... (writer)


- Kelsey Grammer/Dwight Yoakam
(1994)
... (writer)


- Helen Hunt/Snoop Doggy Dogg
(1994)
... (writer)





Show all 20 episodes",1993,1994,keep_year
11401,Kyle Mooney,actor,2013-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Bruce Chandling / MC Strategy / ...",164,"2013-2021

Saturday Night Live
(TV Series)

Various / Bruce Chandling / MC Strategy / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 164 episodes",2013,2021,keep_year
11432,Tracy Morgan,actor,1996-2017,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Brian Fellow / Astronaut Jones / ...",141,"1996-2017

Saturday Night Live
(TV Series)

Various / Brian Fellow / Astronaut Jones / ...

- Alec Baldwin/Ed Sheeran
(2017)
... Beyoncé's Twin #2 (uncredited)


- Natalie Portman/Fall Out Boy
(2006)
... (voice)


- Jack Black/Neil Young
(2005)
... Charles Lepani (uncredited)


- Janet Jackson
(2004)
... Various / Brian Fellow / Booger (uncredited)


- Dan Aykroyd/Beyonce
(2003)
... Various





Show all 141 episodes",1996,2017,keep_year
